date,code,open,high,low,close,volume,amount
2022-07-07,sh.601728,3.7,3.72,3.69,3.7,43095860,159571653.92
2022-07-08,sh.601728,3.71,3.72,3.7,3.71,34391473,127536604.13
2022-07-11,sh.601728,3.71,3.74,3.69,3.72,69466528,258843326.54
2022-07-12,sh.601728,3.72,3.76,3.72,3.74,79052412,295566735.16
2022-07-13,sh.601728,3.74,3.75,3.72,3.75,40762733,152397578.42
2022-07-14,sh.601728,3.75,3.75,3.72,3.72,35822629,133666082.17
2022-07-15,sh.601728,3.73,3.74,3.71,3.71,53736109,200208995.92
2022-07-18,sh.601728,3.71,3.74,3.71,3.74,34053948,126899622.85
2022-07-19,sh.601728,3.73,3.74,3.72,3.74,28176311,105160569.03
2022-07-20,sh.601728,3.74,3.75,3.73,3.73,31718661,118462941.53
2022-07-21,sh.601728,3.74,3.75,3.72,3.74,43347071,161983898.98
2022-07-22,sh.601728,3.73,3.74,3.72,3.74,27979112,104414353.76
2022-07-25,sh.601728,3.74,3.74,3.71,3.72,30638199,114088924.28
2022-07-26,sh.601728,3.73,3.75,3.71,3.74,49967309,186725396.02
2022-07-27,sh.601728,3.74,3.75,3.73,3.73,23580872,88091018.56
2022-07-28,sh.601728,3.73,3.74,3.72,3.73,33513976,125001072.72
2022-07-29,sh.601728,3.73,3.74,3.71,3.71,36635973,136194484.44
2022-08-01,sh.601728,3.71,3.73,3.7,3.71,31986487,118796979.84
2022-08-02,sh.601728,3.7,3.71,3.65,3.7,96184362,353520697.11
2022-08-03,sh.601728,3.68,3.7,3.67,3.68,30077671,110681635.42
2022-08-04,sh.601728,3.68,3.69,3.67,3.68,25838119,94984358.0
2022-08-05,sh.601728,3.69,3.7,3.67,3.7,31819335,117290820.0
2022-08-08,sh.601728,3.69,3.7,3.68,3.7,23352042,86214363.0
2022-08-09,sh.601728,3.69,3.74,3.69,3.73,58108274,216196493.0
2022-08-10,sh.601728,3.72,3.75,3.71,3.72,39695455,147910275.0
2022-08-11,sh.601728,3.73,3.75,3.72,3.74,55279825,206540177.0
2022-08-12,sh.601728,3.76,3.76,3.74,3.75,63108243,236750720.0
2022-08-15,sh.601728,3.75,3.76,3.74,3.76,50338459,188902755.58
2022-08-16,sh.601728,3.76,3.76,3.74,3.75,38381768,143865709.93
2022-08-17,sh.601728,3.74,3.77,3.73,3.77,126263961,473473235.5
2022-08-18,sh.601728,3.76,3.78,3.74,3.77,71219683,267288565.4
2022-08-19,sh.601728,3.76,3.8,3.75,3.8,94871182,358810818.62
2022-08-22,sh.601728,3.78,3.83,3.77,3.83,106698099,406494064.19
2022-08-23,sh.601728,3.82,3.82,3.79,3.8,45691403,173663704.83
